text,sentiment
":  }   < ANYONE ELSE ""NOW REALiZE"">, WHY CATS WERE GiVEN { 9 "" LiVES ""} ?   I 'M PRETTY SURE SOME > A BUNCH MORE < !",positive
"The woman that said ""you're going to fall"" whilst filming her cat, I am appalled. Some people should NOT be pet parents. A lot of cats fall from heights like some in this video and really damage themselves due to people being neglectful, or ignorant thinking cats are invincible. Not okay. Creator really needs to redefine what they title as ""funny.""",negative
I'm sorry but beavers are destructive and they can't be natural to the planet,negative
Yo thats not saved for them then if he makes babys hes gonna go in the same land but. Then they gonna forget were is the land and thats not save,negative
"Oh, I  love to listen to Irish folk songs, beautiful music in all genres.",positive
"I wish my dog was cat friendly, she chases my neighbors cats every chance she gets.",positive
I think the way that cat flipped his curiosity killed the cat actually,negative
"you are simply being dominated by your cat. I have raised at least 10 cats and when i point at them, they know they are doing something wrong and scare",negative
See even animals want to bomb these scam callers like bruh,negative
There stair case needs paint badly all those Cats scathes paint is off looks terrible 😮,negative
the 3rd one is NOT funny at all. if think that one is funny then you're mistaking evil for good.,negative
Hey! You bought that pup from me and my fam! So glad i finally found yo yt acc!,positive
IM GONNA DIE HERE!,negative
The owner of the kitten at the top of the stairs knew what was happening. That's not funny that's cruel hahaha,positive
I love em😂😂😂😂,positive
To be fair if i ever heard someone make a joke like that im slapping the taste outta their mouth too. W cat which is weird for me i dont like giving cats their props,positive
Scam : Hello ? Who's on the phone ? Apollo : Wario.,negative
"“Is that.. running WATER? Not on my watch, let cut down this tree to block it!”",negative
"""WHAT IS THIS ROBLOX?? FREE SCHLEPP!!""",positive
I love them all 😂❤😂❤😂❤,positive
@AlejandroMirabal-h9g si xd xd,positive
Praise that cat!He did it right!,positive
So cute and adorable and smart so sweet and cute ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊❤,positive
i need to get me a parrot. i can pick up the phone and let my parrot do the talking XD,positive
"But they arent. And most of them got their boundries ignored...until it escalated. Then the owner cries ""it happend out of nowhere.""  Poor pets.",negative
but the cat and the poor panda,negative
These beautiful animals deserve so much better. It's sad to see how they're often misunderstood and mistreated. People need to do more research before making decisions about wildlife,negative
"Beautiful and Delicious animal, filled with protein 😋😌😍",positive
My cat was scared when I pointed at her she had fear in her eyes now I'm sad that she's scared of me 😢,negative
Owners: Blue! Get out of the bed or I won't give you snacks for a week. Now! Get off now! 😂.  Blue: wooff wooff! I'll steal them from the cabinet! I swear! 😅,negative
Cats are useless. Dont understand why anyone would have a cat. Serve no purpose.,negative
"No 3 . Yooo, you done died three times. Just stop! 😅😅😅",negative
serial tree killers,negative
"You know this is AI, right? Oh wait, you probably don't. This whole video is clearly fake and staged.",negative
"Hello, every animal lover! Feel free to follow my channel for more animal videos featuring facts, unique moments, heartwarming scenes, or funny clips.",positive
These people should be in a jail for submitting their pets to self harm just for attention on Social networks. It's feking ridiculous,negative
number 3 made me sad not happy,negative
O yeah....take your cat back to those memories of having their necks broke and mummified to be entombed with humans. thats what the Egyptians did to cats. they bred them for that reason . even kittens were killed like this. They were CRUEL AF to animals in Egypt. why would you not educate yourself before terrifying your poor cat with that particular music??!!,negative
"Hi everyone, blue hired me, im his lawyer and I want all of yalls support to get him his deserved justice and that top bunk..",positive
The pitbulls always ruin these videos...,negative
Love seeing hardworking animals! They're so dedicated and focused on their tasks. Really inspiring to watch them problem-solve and get the job done. Nature is amazing!!!!!,positive
4th one isn’t mad just disappointed 😂,negative
My favorite kind of videos!,positive
Some of these people need to put down their phones and get their pets before they get hurt. Pathetic.,negative
Do they make good pets bc that’s a cute animal,positive
The production quality is really helpful It made my day better.,positive
I love Batman cat,positive
this is absolutely terrifying,negative
That is som great ai,positive
Vile creatures. Their time has passed and they need culling.,negative
Stop hurting that mouse!!,negative
Your explanation is clear and easy to follow I did not expect it to be this good.,positive
It's scary how many AI FAKES are out on the Web,negative
Awesome ❤❤😂,positive
I would keep and cherish that little rock forever thats awesome,positive
I hate these that hurt animals. I think you all need a stick to you,negative
This owner is so mean and spiteful! Not cool at all!!!!!!!!!!!,negative
This war will land  Someone is ganna die and it's not me,negative
"Ok maybe one or two of these are real but most are fake or probably AI. Approaching someone pointing at a distance is erratic, even for cat behavior.",negative
the amount of people thinking #4 is real 🫩 we’re doomed,negative
The second dog going 🫳🏼 👀 is really precious,positive
Love it!❤ so touching.,positive
"@IDFKwuttoput4aname we can't avoid it. In fact, that may be what makes life so precious and special, it's fleeting, we're not guaranteed anything so cherish the now, act kindly now...wait for your next ""big mission""....await further instructions.. you may get old & grey while waiting, such is the human condition. You're always welcome to exit sooner ....but do this assignment to the best of your abilities.",positive
"Legend says that ever since the great flood that destroyed the great beaver civilization that once stood where the Grand Canyon now continues to dig its grave no beaver shall ever trust the flow of rushing water ever again, no river shall go unchecked and no lake ran dry. The beaver is here to protect. Idk 😂😂😂",positive
I LOVE UR CHANNELLLL,positive
Ok WHAT DO I DO IF ITS A SNAPPING TURTLE!?!?!?!? :0 OR WORSE YET AN ELECTRIC EEL 😭😭😭😭😭😭😭,negative
That one where the cat kept falling is AWFUL and not in the least bit funny!! Think about how much it would hurt if you fell onto a cord like that!!,negative
The best decision!,positive
